日期,年份,内容,标题,事件
7月13日,1956年,中国第一批解放牌汽车试制成功,,event
7月13日,1961年,奥地利作曲家勋伯格去世,,event
7月13日,1983年,中国田径运动员刘翔出生,,event
7月13日,2001年,北京申办2008年奥林匹克运动会成功,,event
7月13日,2012年,水利水电工程专家潘家铮逝世,,event
7月14日,公元前156年,汉武帝出生,,event
7月14日,1789年,巴黎人民攻克巴士底狱，法国大革命爆发。,,event
7月14日,1889年,第二国际宣告成立,,event
7月14日,1898年,我国著名的新闻工作者顾执中出生于上海,,event
7月14日,1913年,美国政治家杰拉尔德·福特出生,,event
7月14日,1916年,军务院撤销护国战争结束,,event
7月14日,1931年,经济危机使德国多家银行倒闭,,event
7月14日,1934年,“五四运动”的发起者刘半农在北平逝世,,event
7月14日,1939年,新艺术运动的领导人阿尔丰斯·慕夏逝世,,event
7月14日,1954年,哈辛特·贝纳文特·伊·马丁内斯出生,,event
7月14日,1964年,香港影星林黛自杀,,event
7月14日,1966年,美国男演员马修·福克斯出生,,event
7月14日,2010年,古典音乐指挥家查尔斯·马克拉斯爵士逝世,,event
7月15日,756年,马嵬驿之变,,event
7月15日,1291年,神圣罗马帝国皇帝鲁道夫一世去世,,event
7月15日,1606年,荷兰画家伦勃朗出生,,event
7月15日,1876年,第一国际解散,,event
7月15日,1904年,俄国作家安东·巴甫洛维奇·契诃夫逝世,,event
7月15日,1907年,清末志士秋瑾英勇就义,,event
7月15日,1918年,第二次马恩河战役开始,,event
7月15日,1919年,德国有机化学家费歇尔逝世,,event
7月15日,1922年,日本共产党正式成立,,event
7月15日,1927年,汪精卫召集“分共会议“发动七一五政变,,event
7月15日,1930年,法国哲学家雅克·德里达出生,,event
7月15日,1930年,美国数学家史蒂芬·斯梅尔出生,,event
7月15日,1946年,民主爱国人士、著名诗人与学者闻一多遭遇暗杀,,event
7月15日,1954年,阿根廷足球运动员马里奥·肯佩斯出生,,event
7月15日,1967年,香港演员谢天华出生,,event
7月16日,1216年,罗马教皇英诺森三世逝世,,event
7月16日,1795年,第二任香港总督约翰·弗朗西斯·戴维斯出生,,event
7月16日,1872年,挪威极地探险家罗尔德·亚孟森出生,,event
7月16日,1916年,乳酸菌之父梅契尼科夫逝世,,event
7月16日,1919年,中国科学院院士杨嘉墀出生,,event
7月16日,1935年,中国电影业奠基者之一郑正秋逝世,,event
7月16日,1936年,日本首相福田康夫出生,,event
7月16日,1940年,不列颠空战开始,,event
7月16日,1945年,美国成功试爆世界上第一颗原子弹,,event
7月16日,1964年,香港无线电视演员关咏荷出生,,event
7月16日,1969年,阿波罗11号宇宙飞船发射升空,,event
7月16日,1979年,萨达姆就任伊拉克总统,,event
7月16日,1989年,世界著名指挥家卡拉扬逝世,,event
7月16日,1999年,小约翰·菲茨杰拉德·肯尼迪逝世,,event
7月17日,1402年,明成祖朱棣在南京登基，年号永乐,,event
7月17日,1790年,英国经济学家亚当·斯密逝世,,event
7月17日,1831年,清朝咸丰皇帝奕詝出生,,event
7月17日,1846年,日本江户幕府大将军德川家茂出生于江户赤坂的纪伊藩邸,,event
7月17日,1894年,比利时天文学家和宇宙学家勒梅特诞生,,event
7月17日,1911年,中国作家杨绛出生,,event
7月17日,1917年,俄国发生七月流血事件,,event
7月17日,1935年,聂耳在日本溺水去世,,event
7月17日,1942年,斯大林格勒会战爆发,,event
7月17日,1945年,波茨坦会议开幕,,event
7月17日,1973年,阿富汗发生宫庭政变宣布建立共和国,,event
7月17日,1976年,第21届奥运会在蒙特利尔举行,,event
7月17日,2000年,表演艺术家赵丽蓉因肺癌去世,,event
7月17日,2005年,英国首相爱德华·希斯逝世,,event
7月17日,2009年,美国传奇新闻主播沃尔特·克朗凯特去世,,event
7月18日,155年,三国时期著名的政治家、军事家、诗人曹操出生,,event
7月18日,1635年,英格兰物理学家胡克出生,,event
7月18日,1817年,英国作家简·奥斯汀逝世,,event
7月18日,1853年,荷兰理论物理学家洛伦兹诞生,,event
7月18日,1872年,墨西哥总统贝尼托·华雷斯逝世,,event
7月18日,1902年,日本政治家西乡从道逝世,,event
7月18日,1918年,南非总统曼德拉诞辰,,event
7月18日,1936年,西班牙内战爆发,,event
7月18日,1955年,第一座迪斯尼乐园正式向公众开放,,event
7月18日,1956年,中国政府宽释第二批日本战犯,,event
7月18日,1980年,印度发射人造地球卫星成功,,event
7月18日,1985年,全国劳动模范马恒昌逝世,,event
7月18日,2010年,香港音乐教育家戴思聪逝世,,event
7月19日,1870年,普法战争爆发,,event
7月19日,1893年,苏联诗人马雅可夫斯基诞生于格鲁吉亚库塔伊斯省的巴格达吉村,,event
7月19日,1895年,中国现代杰出画家、美术教育家徐悲鸿诞辰,,event
7月19日,1905年,美国著名记者埃德加·斯诺诞辰,,event
7月19日,1927年,工人运动领袖赵世炎牺牲,,event
7月19日,1947年,缅甸独立运动领袖昂山被刺,,event
7月19日,1952年,第15届奥运会在芬兰赫尔辛基举行,,event
7月19日,1958年,中国与柬埔寨建交,,event
7月19日,1958年,台湾著名音乐人李宗盛出生,,event
7月19日,1965年,韩国李承晚总统逝世,,event
7月19日,1968年,中国现代病理学奠基人谷镜汧逝世,,event
7月19日,1973年,广东琼崖武装起义领导人冯白驹在北京逝世,,event
7月19日,1996年,第26届奥运会在美国亚特兰大举行,,event
7月20日,1822年,奥地利近代遗传学的奠基者孟德尔出生,,event
7月20日,1847年,上海发生徐家汇教案,,event
7月20日,1864年,瑞典诗人卡尔费尔特诞生在达拉那省南部一个农民家庭,,event
7月20日,1866年,德国著名数学家黎曼去世,,event
7月20日,1897年,瑞士化学家赖希斯泰因诞生,,event
7月20日,1926年,前苏联著名国务和党务活动家捷尔任斯基逝世,,event
7月20日,1937年,中国野生动物学专家马建章出生,,event
7月20日,1954年,台湾歌手罗大佑出生,,event
7月20日,1969年,人类实现首次登月,,event
7月20日,1973年,国际著名动作电影明星李小龙去世,,event
7月20日,1974年,土耳其军队侵入塞浦路斯,,event
7月20日,1983年,中国近代妇幼卫生事业的创始人杨崇瑞逝世,,event
7月20日,1985年,西藏大学在拉萨成立,,event
7月20日,1994年,比利时超现实主义画家保罗·德尔沃去世,,event
7月20日,1999年,中国在西藏找到石油,,event
7月21日,公元前776年,第一次古代奥林匹克运动会在古希腊举行,,event
7月21日,541年,隋文帝杨坚诞辰,,event
7月21日,1796年,苏格兰诗人罗伯特·彭斯逝世，他的诗歌歌颂了故国家乡的秀美,,event
7月21日,1816年,路透社创办人路透出生,,event
7月21日,1894年,资产阶级改良主义思想家薛福成逝世,,event
7月21日,1899年,美国“迷惘的一代”代表作家海明威诞生,,event
7月21日,1917年,克伦斯基出任俄国总理并组阁,,event
7月21日,1928年,戏剧皇后埃伦·特里逝世,,event
7月21日,1945年,香港著名女演员沈殿霞出生,,event
7月21日,1970年,埃及阿斯旺水坝竣工,,event
7月21日,1986年,中国近代天文学的主要奠基人张钰哲逝世,,event
7月21日,1990年,中国与沙特阿拉伯建交,,event
7月21日,1998年,桑兰在友好运动会受伤,,event
7月21日,1998年,美国太空人艾伦·谢泼德逝世,,event
7月21日,2012年,中国北京遭遇61年来最严重的一次特大暴雨,,event
7月22日,公元前356年,马其顿·亚历山大大帝诞生,,event
7月22日,1826年,意大利天文学家朱塞普·皮亚齐逝世,,event
7月22日,1832年,罗马王拿破仑二世逝世,,event
7月22日,1888年,俄国微生物学家、生物化学家瓦克斯曼诞生,,event
7月22日,1928年,彭德怀发动平江起义,,event
7月22日,1949年,电影配乐作曲家、钢琴家亚伦·孟肯出生,,event
7月22日,1951年,法国元帅亨利·菲利浦·贝当逝世,,event
7月22日,1952年,埃及七月革命爆发,,event
7月22日,1963年,西班牙足球名将布特拉格诺出生,,event
7月22日,1970年,成昆铁路建成通车,,event
7月22日,1994年,首届宋庆龄奖学金颁奖,,event
7月22日,1997年,法国夏悠宫大火,,event
7月22日,2009年,中国西藏和长江流域地区发生21世纪内最大规模日全食,,event
7月22日,2011年,挪威发生严重爆炸和枪击事件——于特岛惨案,,event
7月23日,1881年,国际体操联合会在比利时列日市成立,,event
7月23日,1885年,美国第18任总统格兰特病逝,,event
7月23日,1888年,美国著名侦探小说家雷蒙德·钱德勒出生,,event
7月23日,1897年,中国第一代医学病毒学家汤飞凡诞辰,,event
7月23日,1916年,英国化学家威廉·拉姆齐爵士逝世,,event
7月23日,1920年,俄波华沙战役打响,,event
7月23日,1921年,中国共产党第一次全国代表大会召开,,event
7月23日,1951年,法国陆军将领贝当逝世,,event
7月23日,1956年,贵州黔东南苗族侗族自治州成立,,event
7月23日,1968年,汉代“金缕玉衣”在靖王墓中出土,,event
7月23日,1968年,美国模特史蒂芬妮·西摩出生,,event
7月23日,1973年,美国棒球选手诺马·贾西亚帕拉出生,,event
7月23日,1979年,第一届世界运动会在美国圣克拉拉举行,,event
7月23日,1982年,中国物理化学奠基人之一黄子卿逝世,,event
7月23日,2011年,中国温州发生甬温线特别重大铁路交通事故,,event
7月24日,1073年,北宋哲学家、宋明理学开山鼻祖周敦颐逝世,,event
7月24日,1783年,拉丁美洲民族英雄玻利瓦尔出生于委内瑞拉的加拉加斯,,event
7月24日,1802年,法国浪漫主义作家亚历山大·大仲马诞生,,event
7月24日,1828年,世界第一台打字机诞生,,event
7月24日,1842年,中国近现代改良主义者郑观应出生,,event
7月24日,1878年,中国开平矿务局开局,,event
7月24日,1909年,波兰数学家杰尔兹·罗佐基出生,,event
7月24日,1914年,著名物理学家田长霖出生,,event
7月24日,1923年,洛桑条约签署,,event
7月24日,1936年,著名演员闫怀礼出生,,event
7月24日,1938年,武汉会战拉开帷幕,,event
7月24日,1944年,著名新闻记者邹韬奋在上海逝世,,event
7月24日,1977年,作家何其芳逝世,,event
7月24日,1985年,第一位漂流长江的人尧茂书触礁身亡,,event
7月24日,1995年,英国摄影师乔治·罗杰逝世,,event
7月25日,1750年,美国西点军校的创始人亨利·诺克斯出生,,event
7月25日,1844年,美国画家、摄影家汤姆·艾金斯出生,,event
7月25日,1848年,英国首相亚瑟·贝尔福出生,,event
7月25日,1863年,重庆教案发生,,event
7月25日,1894年,甲午中日战争爆发,,event
7月25日,1920年,英国生物物理学家罗莎琳·富兰克林出生,,event
7月25日,1946年,比基尼泳装首次亮相,,event
7月25日,1946年,中国知名教育家、学者、思想家陶行知逝世,,event
7月25日,1957年,香港男演员万梓良出生,,event
7月25日,1974年,京剧表演艺术家李多奎逝世,,event
7月25日,1978年,英国奥德姆总医院第一位试管婴儿出生,,event
7月25日,1983年,中国近代林业开拓者之一郑万钧逝世,,event
7月25日,1992年,巴塞罗那奥运会开幕,,event
7月25日,2005年,中国外交家陈辛仁去世,,event
7月26日,1739年,美国军人、政治家、开国元勋乔治·克林顿出生,,event
7月26日,1842年,英国经济学家阿尔弗莱德·马歇尔出生,,event
7月26日,1844年,物理学家道尔顿去世,,event
7月26日,1856年,社会主义思想家肖伯纳出生,,event
7月26日,1866年,普奥战争结束,,event
7月26日,1887年,波兰人柴门霍夫开始创立世界语,,event
7月26日,1939年,澳大利亚前总理约翰·霍华德出生,,event
7月26日,1953年,古巴爆发七·二六运动,,event
7月26日,1954年,中国首批国产飞机试飞,,event
7月26日,1972年,中国教育家林汉达逝世,,event
7月26日,1977年,中国花鸟画大师吴茀之,,event
7月26日,1993年,美国军事家马修·邦克·李奇微去世,,event
7月26日,2011年,蛟龙号创造中国载人深潜5000米新纪录,,event
7月27日,1077年,北宋理学家邵雍逝世,,event
7月27日,1824年,法国作家小仲马出生,,event
7月27日,1841年,俄国著名的浪漫派诗人莱蒙托夫逝世,,event
7月27日,1867年,西班牙音乐家恩里克·格拉纳多斯出生,,event
7月27日,1921年,胰岛素分离成功,,event
7月27日,1949年,世界第一架喷气式客机试飞,,event
7月27日,1953年,《朝鲜停战协定》在板门店签订,,event
7月27日,1958年,包兰铁路通车,,event
7月27日,1958年,美国中将“飞虎队”队长陈纳德逝世,,event
7月27日,1976年,中国著名作曲家马可逝世,,event
7月27日,1976年,日本首相田中角荣因洛克希德事件被捕,,event
7月27日,1981年,中国体操名将李小鹏出生,,event
7月27日,1998年,中石油、中石化成立,,event
7月27日,2003年,美国著名的演艺者鲍勃·霍普逝世,,event
7月28日,1750年,德国作曲家巴赫逝世,,event
7月28日,1804年,德国唯物主义哲学家费尔巴哈诞辰,,event
7月28日,1830年,法国七月革命爆发,,event
7月28日,1914年,第一次世界大战开始,,event
7月28日,1923年,中国计算机科学的先行者夏培肃出生,,event
7月28日,1937年,抗日英雄佟麟阁、赵登禹殉国,,event
7月28日,1954年,委内瑞拉总统乌戈·查韦斯出生,,event
7月28日,1976年,中国河北省唐山市发生唐山大地震,,event
7月28日,1981年,中国儿童少年基金会成立,,event
7月28日,2004年,黄河站是中国在北极建立的第一个科学考察站,,event
7月28日,2004年,DNA之父佛朗西斯·克里克逝世,,event
7月28日,2006年,中国有色金属冶金专家邱竹贤教授逝世,,event
7月28日,2010年,巴基斯坦发生特大空难，机上152人全部罹难,,event
7月29日,公元前243年,秦国发生蝗灾，天下大疫,,event
7月29日,1616年,中国明代戏曲家、文学家汤显祖逝世,,event
7月29日,1818年,晚清抗法名将冯子材出生于广西钦州沙尾村,,event
