日期,年份,内容,标题,事件
2月22日,1395年,明朝开国大将冯胜逝世,,event
2月22日,1403年,法国瓦卢瓦王朝国王查理七世出生,,event
2月22日,1495年,查理八世进入那不勒斯,,event
2月22日,1732年,美国第一任总统乔治·华盛顿出生,,event
2月22日,1788年,德国哲学家亚瑟·叔本华出生,,event
2月22日,1799年,中国清朝官绅、著名贪官和珅上吊自尽,,event
2月22日,1848年,法国“二月革命”爆发,,event
2月22日,1875年,法国画家让-巴蒂斯·卡米耶·柯洛逝世,,event
2月22日,1898年,朝鲜王朝摄政兴宣大院君李昰应逝世,,event
2月22日,1926年,法国第20任总统吉斯卡尔·德斯坦出生,,event
2月22日,1927年,上海工人举行第二次武装起义,,event
2月22日,1942年,奥地利作家斯蒂芬·茨威格逝世,,event
2月22日,1986年,菲律宾二月革命，总统费迪南德·马科斯下台,,event
2月22日,1989年,中国革命家朱良才逝世。,,event
2月23日,1100年,北宋皇帝宋哲宗赵煦逝世,,event
2月23日,1417年,教宗若望·保禄二世出生,,event
2月23日,1443年,匈牙利及克罗地亚国王马加什一世出生,,event
2月23日,1455年,约翰·古腾堡 用活字印刷机第一次印刷了《圣经》,,event
2月23日,1646年,德川幕府第五代将军德川纲吉出生,,event
2月23日,1855年,德国数学家卡尔·弗里德里希·高斯逝世,,event
2月23日,1868年,美国民权运动领袖杜波依斯出生,,event
2月23日,1873年,中国清末民初思想家梁启超出生,,event
2月23日,1893年,鲁道夫·狄赛尔为柴油机取得了专利,,event
2月23日,1918年,苏联红军正式建军,,event
2月23日,1940年,抗日烈士杨靖宇逝世,,event
2月23日,1945年,第二次世界大战中土耳其正式对纳粹德国、日本宣战,,event
2月23日,1945年,前苏联著名作家阿·托尔斯泰逝世,,event
2月23日,1947年,国际标准化组织正式成立,,event
2月23日,1951年,中国教育家张伯苓 逝世,,event
2月24日,303年,戴克里先发布首个逼害基督徒的法令,,event
2月24日,947年,辽太祖耶律阿保机次子耶律德光改国号契丹为辽,,event
2月24日,1103年,日本第74代天皇鸟羽天皇出生,,event
2月24日,1122年,金朝第四位皇帝金海陵王完颜亮出生,,event
2月24日,1304年,摩洛哥大探险家伊本·白图泰出生,,event
2月24日,1500年,神圣罗马帝国皇帝查理五世出生,,event
2月24日,1536年,第231代罗马天主教教皇克雷芒八世出生,,event
2月24日,1848年,二月革命迫使路易·菲利普退位逃往英国,,event
2月24日,1856年,俄国数学家罗巴切夫斯基逝世,,event
2月24日,1935年,中国共产党最早的党员何叔衡逝世,,event
2月24日,1940年,中华民国国民革命军将领韦灿逝世,,event
2月24日,1942年,美国之音正式开播,,event
2月24日,1946年,胡安·裴隆当选阿根廷总统,,event
2月24日,1962年,中国外交家、新文化运动领导人胡适逝世,,event
2月24日,2006年,著名作家张中行逝世,,event
2月25日,645年,玄奘自印度学成归京城长安,,event
2月25日,1553年,日本政治家平手政秀逝世,,event
2月25日,1570年,伊丽莎白一世被教皇庇护五世革除教门,,event
2月25日,1577年,瑞典国王埃里克十四世逝世,,event
2月25日,1643年,奥斯曼帝国艾哈迈德二世在苏丹出生,,event
2月25日,1713年,瑞典国王查理十世被土耳其苏丹俘虏,,event
2月25日,1715年,中国小说家蒲松龄逝世,,event
2月25日,1778年,南美洲独立运动领袖何塞·德·圣马丁出生,,event
2月25日,1841年,法国印象派画家皮埃尔·奥古斯特·雷诺阿出生,,event
2月25日,1850年,中国清朝皇帝道光皇帝逝世于北京紫禁城内,,event
2月25日,1917年,英国小说家安东尼·伯吉斯出生,,event
2月25日,1921年,苏联红军建立格鲁吉亚苏维埃社会主义共和国,,event
2月25日,1947年,德国物理学家弗里德里希·帕邢逝世,,event
2月25日,1957年,岸信介就任日本首相,,event
2月26日,64年,东汉皇太后阴丽华逝世,,event
2月26日,1802年,法国作家维克多·雨果出生,,event
2月26日,1808年,法国雕塑家奥诺雷·杜米埃出生,,event
2月26日,1815年,拿破仑·波拿巴逃离被流放的厄尔巴岛,,event
2月26日,1841年,清朝抗英名将关天培逝世,,event
2月26日,1846年,美国军人布法罗·比尔出生,,event
2月26日,1871年,普法战争以法国失败告终,,event
2月26日,1896年,苏联政治人物日丹诺夫出生,,event
2月26日,1905年,东北抗日联军领导人杨靖宇出生,,event
2月26日,1913年,严珊珊成为中国第一位电影女演员,,event
2月26日,1918年,香港跑马地马场大火,,event
2月26日,1952年,温斯顿·丘吉尔宣布英国已经拥有原子弹,,event
2月26日,1992年,中国现代法学家张友渔逝世,,event
2月26日,2001年,信息论创始人克劳德·艾尔伍德·香农逝世,,event
2月27日,272年,罗马帝国皇帝君士坦丁大帝出生,,event
2月27日,1594年,亨利四世开始了波旁王朝的统治,,event
2月27日,1846年,德国社会民主党左派领袖梅林逝世,,event
2月27日,1861年,奥地利哲学家鲁道夫·斯坦纳出生,,event
2月27日,1900年,德国著名足球俱乐部拜仁慕尼黑成立,,event
2月27日,1902年,美国小说家斯坦贝克出生,,event
2月27日,1903年,中国共产党军事将领陈赓出生,,event
2月27日,1906年,美国航空先驱塞缪尔·兰利逝世,,event
2月27日,1932年,美国好莱坞著名电影演员伊丽莎白·泰勒出生,,event
2月27日,1933年,希特勒制造国会纵火案,,event
2月27日,1936年,前苏联生理学家巴甫洛夫逝世,,event
2月27日,1983年,中国哲学家范寿康逝世,,event
2月27日,1996年,任天堂制作的口袋妖怪游戏正式发售,,event
2月28日,公元前202年,刘邦称帝建立西汉,,event
2月28日,1648年,丹麦-挪威国王克里斯蒂安四世逝世,,event
2月28日,1833年,德国军事家阿尔弗雷德·冯·施里芬出生,,event
2月28日,1901年,中国京剧表演艺术家马连良出生,,event
2月28日,1916年,美国作家亨利·詹姆斯逝世,,event
2月28日,1919年,阿富汗宣布独立,,event
2月28日,1925年,德国首任联邦大总统弗里德里希·艾伯特逝世,,event
2月28日,1931年,香港民主派政治家司徒华出生,,event
2月28日,1935年,华莱士·卡罗瑟斯研究出尼龙,,event
2月28日,1941年,西班牙国王阿方索十三世逝世,,event
2月28日,1948年,美国华裔物理学家朱棣文出生,,event
2月28日,1975年,伦敦地铁沼泽门站发生严重撞车事故,,event
2月28日,1999年,中国著名诗人、作家、世纪老人冰心逝世,,event
3月1日,138年,张衡研制的候风地动仪观测到陇西发生地震,,event
3月1日,286年,马克西米安得“凯撒”称号，成为罗马帝国统治者,,event
3月1日,1445年,欧洲文艺复兴早期画家桑德罗·波提切利出生,,event
3月1日,1683年,六世达赖喇嘛仓央嘉措出生于西藏南部,,event
3月1日,1810年,波兰音乐家肖邦出生,,event
3月1日,1888年,前苏联教育家马卡连柯出生,,event
3月1日,1892年,日本短篇小说巨匠芥川龙之介出生,,event
3月1日,1909年,人类首次到达北极,,event
3月1日,1925年,中共早期著名政治活动家高君宇逝世,,event
3月1日,1934年,溥仪在日本的扶植下称帝，改满洲国为大满洲帝国,,event
3月1日,1945年,阿拉伯国家联盟成立,,event
3月1日,1977年,中国心理学家郭一岑逝世,,event
3月1日,1986年,瑞典首相帕尔梅逝世,,event
3月1日,2009年,著名相声表演艺术家连笑昆逝世,,event
3月1日,2009年,几内亚比绍武装部队总参谋长巴蒂斯塔·塔格梅·纳·瓦伊逝世,,event
3月2日,641年,文成公主入藏,,event
3月2日,1793年,美国军事家、政治家山姆·休斯顿出生,,event
3月2日,1824年,捷克音乐家贝德里赫·斯美塔那出生,,event
3月2日,1894年,美国南北战争期间的邦联将领具伯·尔利逝世,,event
3月2日,1926年,美国经济学家、历史学家穆瑞·罗斯巴德出生,,event
3月2日,1929年,日本企业家，八佰伴创始人和田一夫出生,,event
3月2日,1930年,英国著名小说家劳伦斯在法国逝世,,event
3月2日,1931年,前苏联领导人戈尔巴乔夫出生,,event
3月2日,1932年,摩洛哥王国宣布独立,,event
3月2日,1968年,中国作家许广平逝世,,event
3月2日,1969年,协和式飞机首次飞行,,event
3月2日,1986年,瑞典首相帕尔梅逝世,,event
3月2日,2009年,几内亚比绍原总统若昂·贝尔纳多·维埃拉逝世,,event
3月2日,2010年,著名的教育家和社会活动家孙起孟逝世,,event
3月3日,1824年,意大利小提琴家维奥蒂逝世,,event
3月3日,1847年,美国发明家、电话发明人亚历山大·贝尔出生,,event
3月3日,1881年,俄罗斯罗曼诺夫王朝沙皇亚历山大二世逝世,,event
3月3日,1901年,斯文·赫定发现了消失了两千多年的楼兰古国遗址,,event
3月3日,1909年,中国著名电影事业家袁牧之出生,,event
3月3日,1913年,中国散文作家唐弢出生,,event
3月3日,1923年,《时代》杂志的创刊号正式出版,,event
3月3日,1938年,沙特阿拉伯首次发现了石油,,event
3月3日,1953年,巴西足球运动员济科出生,,event
3月3日,1971年,我国第一颗科学实验卫星“实践一号”发射成功,,event
3月3日,1974年,中国著名农业教育家、畜牧学家张克威逝世,,event
3月3日,1983年,《丁丁历险记》的作者埃尔热逝世,,event
3月3日,1996年,法国女作家玛格丽特·杜拉斯逝世,,event
3月3日,1997年,位于新西兰奥克兰都会区的天空塔正式开放,,event
3月4日,1665年,英国国王查理二世向荷兰宣战,,event
3月4日,1678年,意大利神父安东尼奥·维瓦尔第出生,,event
3月4日,1852年,俄国著名作家果戈理逝世,,event
3月4日,1861年,亚伯拉罕·林肯就任美国第16任总统,,event
3月4日,1890年,苏格兰的标志性建筑福斯桥]正式开通,,event
3月4日,1925年,法国音乐家，指挥家保罗·莫里哀出生,,event
3月4日,1938年,几内亚总统阿尔法·孔戴出生,,event
3月4日,1951年,第一届亚洲运动会在印度新德里开幕,,event
3月4日,1986年,中国著名女作家丁玲逝世,,event
3月4日,1987年,中国六大航空公司成立,,event
3月4日,1997年,北师大外语系教授，钱钟书和杨绛的独女钱瑗逝世,,event
3月4日,2000年,被誉为“中国物理学之父”吴大猷逝世,,event
3月4日,2002年,中国耕作学创始人之一沈学年逝世,,event
3月5日,1133年,英格兰国王亨利二世出生,,event
3月5日,1824年,英国正式对缅甸宣战，第一次英缅战争爆发,,event
3月5日,1827年,电池发明者亚历山德罗·伏特逝世,,event
3月5日,1827年,法国天文学家、物理学家拉普拉斯逝世,,event
3月5日,1836年,萨缪尔·柯尔特发明左轮手枪,,event
3月5日,1871年,德国国际工人运动活动家罗莎·卢森堡出生,,event
3月5日,1886年,中国共产党创始人之一董必武出生,,event
3月5日,1897年,蒋介石的夫人宋美龄出生,,event
3月5日,1898年,中华人民共和国政务院第一任总理周恩来出生,,event
3月5日,1940年,中国著名教育家蔡元培逝世,,event
3月5日,1953年,苏联最高领导人斯大林逝世,,event
3月5日,1958年,广西壮族自治区正式成立,,event
3月5日,1970年,《不扩散核武器条约》正式生效,,event
3月5日,1974年,第四次中东战争中，以色列开始自苏伊士运河西岸撤军,,event
3月5日,1990年,著名儿童教育家孙敬修逝世,,event
3月6日,1475年,意大利雕塑家、“文艺复兴三杰”之一的米开朗基罗出生,,event
3月6日,1806年,英国女诗人伊丽莎白·芭蕾特·布朗宁出生,,event
3月6日,1834年,加拿大最大城市多伦多成立,,event
3月6日,1853年,著名歌剧《茶花女》在威尼斯凤凰歌剧院首演,,event
3月6日,1889年,中国第一部宪法起草的四位顾问之一周鲠生出生,,event
3月6日,1898年,清政府代表李鸿章等与德国签订《胶澳租界条约》,,event
3月6日,1899年,阿司匹林获准上市,,event
3月6日,1900年,德国发明家戈特利布·戴姆勒逝世,,event
3月6日,1902年,皇家马德里足球俱乐部成立,,event
3月6日,1929年,别克汽车的先驱者大卫·邓巴·别克逝世,,event
3月6日,1930年,美国音乐家洛林·马泽尔出生,,event
3月6日,1932年,美国军人、作曲家苏萨逝世,,event
3月6日,1936年,老挝国家主席朱马利·赛雅贡出生,,event
3月6日,1980年,中国电子学家、教育家冯秉铨逝世,,event
3月6日,1986年,中国美学家、教育家、文艺理论家、中科院院士朱光潜逝世,,event
3月7日,公元前322年,亚里士多德逝世,,event
3月7日,664年,唐朝佛教法相宗创始人唐三藏逝世,,event
3月7日,1274年,意大利神学家托马斯·阿奎纳逝世,,event
3月7日,1782年,瑞士数学家丹尼尔·伯努利逝世,,event
3月7日,1798年,法国军队进入罗马，罗马共和国成立,,event
3月7日,1872年,荷兰风格派画家蒙德里安出生,,event
3月7日,1875年,法国作曲家拉威尔出生,,event
3月7日,1890年,中国气象学、地理学家竺可桢出生,,event
3月7日,1904年,纳粹德国党卫军上将海德里希出生,,event
3月7日,1914年,中国核农学的创始人、科学家徐冠仁出生,,event
3月7日,1916年,宝马公司成立，总部设在德国慕尼黑,,event
3月7日,1979年,旅行者1号发现木星是带有光环的行星,,event
3月7日,1988年,中国发射成功一颗实用通信地球卫星,,event
3月7日,2009年,我国著名教育家、艺术家吴养木逝世,,event
3月7日,2012年,普京当选俄罗斯新一届总统,,event
3月8日,1618年,德国约翰尼斯·开普勒发现开普勒定律,,event
3月8日,1641年,中国明代地理学家徐霞客逝世,,event
3月8日,1714年,德国作曲家卡尔·菲利普·埃马努埃尔·巴赫出生,,event
3月8日,1869年,法国著名作曲家、指挥家和音乐评论家柏辽兹逝世,,event
3月8日,1874年,美国第十三任总统米勒德·菲尔莫尔逝世,,event
3月8日,1907年,前希腊首相、总理和总统康斯坦丁·卡拉曼利斯出生,,event
3月8日,1909年,美国芝加哥妇女大游行,,event
3月8日,1917年,俄国二月革命爆发,,event
3月8日,1925年,中国计时学家苑文炳出生,,event
3月8日,1935年,中国著名演员阮玲玉逝世,,event
3月8日,1951年,房地产大鳄任志强出生,,event
3月8日,1952年,人类第一次成功地使用机械心脏,,event
3月8日,1958年,中共召开“成都会议”,,event
3月8日,1958年,中国著名书法家陈锦城出生,,event
3月8日,1980年,中国现代作家、中国作协副主席李季逝世,,event
3月9日,1152年,腓特烈一世加冕为神圣罗马帝国皇帝,,event
3月9日,1451年,意大利探险家亚美利哥出生,,event
3月9日,1706年,著名卡农曲作家帕赫贝尔逝世,,event
3月9日,1851年,电流磁效应的发现者汉斯·奥斯特逝世,,event
3月9日,1890年,前苏联政治活动家莫洛托夫出生,,event
3月9日,1934年,前苏联航天员，世界第一位太空使者加加林出生,,event
3月9日,1946年,抗日英雄、中共北满省委主要领导人李兆麟逝世,,event
3月9日,1958年,京剧表演艺术家、京剧四大名旦之一程砚秋逝世,,event
3月9日,1966年,法国宣布退出北约军事一体化组织,,event
3月9日,1968年,法国足球名将德约卡夫出生,,event
3月9日,1975年,阿根廷球星胡安·塞巴斯蒂安·贝隆出生,,event
3月9日,1981年,我国著名植物学家蔡希陶因脑溢血逝世，享年70岁,,event
3月9日,1986年,中国历史上最大的辞书《汉语大字典》编纂完成,,event
3月9日,1992年,中国加入《不扩散核武器条约》,,event
3月10日,公元前241年,第一次布匿战争结束,,event
3月10日,1628年,意大利医师、生物学家马尔皮基出生,,event
3月10日,1792年,乔治三世时的英国首相约翰·斯图尔特逝世,,event
3月10日,1865年,“戊戌六君子”之一谭嗣同出生,,event
3月10日,1876年,贝尔发明电话,,event
3月10日,1924年,中国武侠小说作家金庸出生,,event
3月10日,1940年,美国男影星查克·诺里斯出生,,event
3月10日,1957年,国际恐怖分子本·拉登出生,,event
3月10日,1985年,苏联最高苏维埃主席团主席契尔年科逝世,,event
3月10日,1988年,中国大陆首例试管婴儿在北京诞生,,event
3月10日,1998年,苏哈托再次当选印尼总统,,event
3月10日,2012年,中国著名历史学家，复旦大学资深特聘教授朱维铮逝世,,event
3月11日,1895年,朝鲜农民起义军领袖全琫准逝世,,event
3月11日,1906年,富豪企业家季诺·大卫杜夫出生,,event
3月11日,1916年,英国首相哈罗德·威尔逊出生,,event
3月11日,1923年,马耳他总统阿加塔·巴巴拉出生,,event
3月11日,1928年,中国著名评剧及小品演员赵丽蓉出生,,event
3月11日,1931年,英国传媒界的巨鳄鲁伯特·默多克出生,,event
3月11日,1941年,美国罗斯福总统签署《贷款和出租武器法案》,,event
3月11日,1946年,《松花江》歌曲作者张寒晖逝世,,event
3月11日,1951年,中华全国世界语协会成立,,event
3月11日,1955年,英国著名细菌学家亚历山大·弗莱明逝世,,event
3月11日,1959年,美国参议院批准夏威夷群岛成为夏威夷州,,event
3月11日,1974年,陕西临潼农民发现秦始皇陵陪葬坑中的兵马俑,,event
3月11日,1988年,美国总统里根宣布对巴拿马发动经济制裁,,event
3月11日,1990年,新中国第一位女将军李贞逝世,,event
3月11日,2006年,前南斯拉夫联邦共和国总统米洛舍维奇逝世,,event
3月12日,1664年,新泽西成为英国殖民地,,event
3月12日,1782年,《四库全书》编成,,event
3月12日,1824年,德国物理学家基尔霍夫出生,,event
3月12日,1872年,湘军创始人曾国藩逝世,,event
3月12日,1881年,土耳其国父穆斯塔法·凯末尔·阿塔土克诞辰,,event
3月12日,1894年,瓶装可口可乐开始发售,,event
3月12日,1898年,《义勇军进行曲》词作者田汉出生,,event
3月12日,1925年,中国革命的伟大先行者孙中山在北京逝世,,event
3月12日,1929年,可口可乐的发明者阿萨·坎德勒逝世,,event
3月12日,1989年,中国男篮队员陈江华出生,,event
3月12日,1997年,乡土文学作家刘绍棠在北京病逝,,event
3月12日,1999年,北约正式接纳波兰、捷克和匈牙利三国为其新成员,,event
3月12日,1999年,世界著名小提琴演奏家梅纽因逝世,,event
3月12日,2003年,WHO发布SARS全球警报,,event
3月13日,1084年,宋代女词人李清照出生,,event
3月13日,1733年,英国化学家约瑟夫·普里斯特利出生,,event
3月13日,1741年,神圣罗马帝国皇帝约瑟夫二世出生,,event
3月13日,1781年,英国天文学家威廉·赫歇尔宣布发现了天王星,,event
3月13日,1855年,美国天文学家帕西瓦尔·罗威尔出生,,event
3月13日,1881年,俄罗斯帝国皇帝亚历山大二世逝世,,event
3月13日,1901年,美国第二十三任总统本杰明·哈里森逝世,,event
3月13日,1906年,美国女权主义活动家苏珊·安东尼逝世,,event
3月13日,1921年,蒙古宣布与中国脱离关系,,event
3月13日,1939年,香港银行家、政治人物李国宝出生,,event
3月13日,1947年,共产党展开延安保卫战,,event
3月13日,1977年,捷克哲学家雅恩·帕托什卡逝世,,event
3月13日,1990年,以色列联合政府解体，总理沙米尔下台,,event
3月13日,1996年,波兰电影大师基耶斯洛夫斯基逝世,,event
3月14日,1804年,奥地利作曲家老约翰·施特劳斯出生,,event
3月14日,1879年,物理学家爱因斯坦出生,,event
3月14日,1883年,无产阶级伟大导师马克思逝世,,event
3月14日,1897年,国画大师潘天寿出生,,event
3月14日,1928年,美国宇航员弗兰克·弗莱德里克·博尔曼二世出生,,event
3月14日,1932年,柯达相机发明者伊斯曼逝世,,event
3月14日,1934年,美国宇航员尤金·塞尔南出生,,event
3月14日,1983年,石油输出国组织成员首次同意削减石油价格,,event
3月14日,1988年,中越发生南沙海战,,event
3月14日,1995年,人类首次从恐龙蛋化石中获得恐龙的遗传物质,,event
3月14日,1996年,中国音乐家王洛宾逝世,,event
3月14日,2004年,《义勇军进行曲》正式作为国歌写入宪法,,event
3月14日,2012年,马耳他第4任总统文森特·塔博恩逝世,,event
3月15日,220年,中国东汉末年的军事家、政治家曹操逝世,,event
3月15日,1493年,哥伦布第一次出航“发现新大陆”后返回西班牙,,event
3月15日,1638年,清朝入关之后第一位皇帝，康熙帝之父顺治帝出生,,event
3月15日,1713年,法国天文学家尼可拉·路易·拉卡伊出生,,event
3月15日,1767年,美国第七任总统安德鲁·杰克逊出生,,event
3月15日,1809年,利比里亚首任总统约瑟夫·詹金斯·罗伯茨出生,,event
3月15日,1854年,德国细菌学家，免疫学奠基人埃米尔·阿道夫·冯·贝林出生,,event
3月15日,1867年,奥匈帝国成立,,event
3月15日,1937年,美国小说作家洛夫克拉夫特逝世,,event
3月15日,1974年,尼克松被指控参与水门事件,,event
3月15日,1975年,船王奥纳西斯逝世,,event
3月15日,1983年,国际消联确定国际消费者权益日,,event
3月15日,1985年,第一个因特网域名“.com”开始应用,,event
3月15日,1985年,中国作曲家、音乐教育家刘雪庵逝世,,event
3月16日,1774年,英国海军航海家马修·福林达斯出生,,event
3月16日,1787年,德国物理学家欧姆出生,,event
3月16日,1802年,美国总统托马斯·杰斐逊签署法令，建立西点军校,,event
3月16日,1859年,俄国物理学家亚历山大·波波夫出生,,event
3月16日,1908年,南丁格尔被授予伦敦城自由奖,,event
3月16日,1915年,日本数学家小平邦彦出生,,event
3月16日,1916年,文学流派达达主义在法国诞生,,event
3月16日,1926年,戈达德在马萨诸塞州发射了世界上第一枚液体火箭,,event
3月16日,1930年,西班牙独裁者德里维拉逝世,,event
3月16日,1961年,中国人民解放军大将、开国元勋陈赓逝世,,event
3月16日,1962年,中国现代中国画家胡佩衡逝世,,event
3月16日,2009年,音乐教育家林耀基逝世,,event
3月16日,2010年,中国工程院院士黎磊石逝世,,event
3月17日,778年,唐宪宗出生,,event
3月17日,1835年,中国清代校勘学家、版本学家顾广圻逝世,,event
3月17日,1861年,意大利独立,,event
3月17日,1897年,中国畜牧学家，农业教育家陈宰均出生,,event
3月17日,1901年,电影音乐制作大师阿尔弗雷德·纽曼出生,,event
3月17日,1912年,梅兰芳首演京剧《木兰从军》,,event
3月17日,1926年,德国作家伦茨出生,,event
3月17日,1945年,硫磺岛战役以美国取得胜利宣告结束,,event
3月17日,1946年,国民党军统局长戴笠逝世,,event
3月17日,1950年,美国加州伯克利大学发现第98号元素锎,,event
3月17日,1958年,中国电影导演冯小刚出生,,event
3月17日,1969年,果尔达·梅厄成为以色列总理,,event
3月17日,1993年,美国奥斯卡影后海伦·海丝逝世,,event
3月17日,2003年,中国杰出的数学家苏步青逝世,,event
3月18日,1438年,阿尔布雷希特二世当选为罗马人民的国王,,event
3月18日,1584年,俄罗斯历史上第一位沙皇伊凡四世逝世,,event
3月18日,1856年,英国派驻第一任香港总督砵甸乍爵士逝世,,event
3月18日,1869年,英国首相张伯伦出生,,event
3月18日,1871年,巴黎公社革命取得了胜利,,event
3月18日,1893年,国民党一级上将白崇禧出生，广西桂林人，回族,,event
3月18日,1910年,第一架水上飞机试飞成功,,event
3月18日,1918年,中国台湾女作家林海音出生,,event
3月18日,1918年,国学大师南怀瑾出生,,event
3月18日,1929年,中国近代建筑师吕彦直逝世,,event
3月18日,1959年,法国导演吕克·贝松出生,,event
3月18日,1963年,卧龙国家级自然保护区成立,,event
3月18日,1980年,美国思想家弗洛姆逝世,,event
3月18日,2008年,英国著名导演安东尼·明格拉逝世,,event
3月18日,2018年,台湾作家李敖因脑瘤病逝于台北,,event
3月19日,1434年,日本幕府将军足利义胜出生,,event
3月19日,1815年,拿破仑在巴黎重登法国皇帝,,event
3月19日,1858年,清代政治家、思想家康有为出生,,event
3月19日,1875年,北洋政府国家元首张作霖出生,,event
3月19日,1883年,美国军事家约瑟夫·史迪威出生,,event
3月19日,1930年,英国首相亚瑟·贝尔福逝世,,event
3月19日,1932年,澳大利亚悉尼港湾大桥举行通车典礼,,event
3月19日,1938年,台湾作家东方白出生,,event
3月19日,1941年,中国民主同盟成立,,event
3月19日,1979年,乌干达总统伊迪·阿明被推翻,,event
3月19日,1987年,法国科学家，波粒二象性的证明者德布罗意逝世,,event
3月19日,1991年,卡莉达·齐亚出任孟加拉首位女总理,,event
3月19日,1996年,中国数学家陈景润逝世,,event
3月19日,2000年,中国著名作曲家、音乐理论家李焕之逝世,,event
3月19日,2008年,英国科幻小说家亚瑟·查理斯·克拉克逝世,,event
3月20日,公元前43年,罗马诗人奥维德出生,,event
3月20日,1413年,亨利五世继承英格兰王位,,event
3月20日,1413年,英格兰国王亨利四世逝世,,event
3月20日,1602年,荷兰东印度公司成立，成为世界上第一个股份公司,,event
3月20日,1811年,拿破仑二世出生,,event
3月20日,1828年,挪威戏剧家易卜生出生,,event
3月20日,1881年,中国现代作家、学者章士钊出生,,event
3月20日,1896年,大清邮政开业，是为中国邮政事业之始,,event
3月20日,1915年,世界著名钢琴演奏师斯维亚托斯拉夫·里赫特出生,,event
3月20日,1928年,中共湖北省委常委夏明翰逝世,,event
3月20日,1943年,毛泽东正式成为中国共产党的领导者,,event
3月20日,1999年,人类首次乘坐热气球环游地球,,event
3月20日,2007年,伊拉克原副总统塔哈·亚辛·拉马丹逝世,,event
3月21日,927年,宋太祖赵匡胤出生,,event
3月21日,1685年,德国作曲家巴赫出生,,event
3月21日,1762年,法国天文学家拉卡伊逝世,,event
3月21日,1768年,法国数学家、物理学家傅里叶出生,,event
3月21日,1804年,[url]拿破仑[/url]签署法令，正式颁布《法国民法典》,,event
3月21日,1806年,墨西哥总统华雷斯·贝尼托出生,,event
3月21日,1831年,意大利统一，奥地利派军进入意大利,,event
3月21日,1839年,俄国作曲家穆索尔斯基出生,,event
3月21日,1915年,美国现代企业管理之父泰勒逝世,,event
3月21日,1949年,美国经济学家法兰克·菲特逝世,,event
3月21日,1962年,北欧理事会北欧理事会,,event
3月21日,1984年,蒋经国、李登辉出任中华民国新一届总统、副总统,,event
3月21日,1998年,俄罗斯舞蹈家乌兰诺娃逝世,,event
3月21日,2001年,任天堂公司新一代掌上游戏机GBA开始发售,,event
3月21日,2004年,中国著名作曲家、指挥家蔡继琨教授逝世,,event
3月22日,1393年,明朝大将蓝玉逝世,,event
3月22日,1459年,神圣罗马帝国皇帝马西米连一世出生,,event
3月22日,1692年,康熙颁布敕令允许天主教在中国自由传教,,event
3月22日,1799年,普鲁士天文学家弗里德里希·阿格兰德出生,,event
3月22日,1832年,德国诗人歌德逝世,,event
3月22日,1896年,中国政治家、军事家贺龙出生,,event
3月22日,1909年,美籍以色列裔物理学家纳森·罗森出生,,event
3月22日,1913年,中国近代民主革命家宋教仁逝世,,event
3月22日,1916年,袁世凯宣布取消帝制，复任中华民国大总统,,event
3月22日,1929年,日本女性前卫艺术家草间弥生出生,,event
3月22日,1956年,马丁·路德·金因抵制种族隔离制度而被判有罪,,event
3月22日,1971年,中国与科威特国建交,,event
3月22日,1990年,美国雅芳公司首次将传销引入中国内地市场,,event
3月22日,2004年,哈马斯创建者谢赫·艾哈迈德·亚辛逝世,,event
3月23日,1548年,日本战国时代武将板垣信方逝世,,event
3月23日,1749年,法国数学家拉普拉斯出生于法国诺曼底奥格地区,,event
3月23日,1835年,日本前任首相松方正义出生,,event
3月23日,1842年,法国著名作家、小说《红与黑》作者司汤达逝世,,event
3月23日,1882年,德国女数学家艾米·诺特出生,,event
3月23日,1885年,镇南关之战爆发,,event
3月23日,1902年,中国历史学家尚钺出生,,event
3月23日,1904年,美国奥斯卡影后琼·克劳馥出生,,event
3月23日,1938年,抗日战争中的台儿庄大捷开始,,event
3月23日,1946年,美国化学家路易斯逝世,,event
3月23日,1950年,世界气象组织成立,,event
3月23日,1952年,法国画家劳尔·杜飞逝世,,event
3月23日,1970年,柬埔寨民族统一阵线成立，西哈努克亲王担任主席,,event
3月23日,1998年,《泰坦尼克号》狂揽奥斯卡11项大奖,,event
3月23日,2007年,毛泽东与杨开慧的次子毛岸青逝世,,event
3月24日,1103年,南宋军事将领、抗金名将岳飞出生于北宋末年,,event
3月24日,1455年,教宗尼古拉五世逝世,,event
3月24日,1494年,德国科学家格奥尔格·阿格里科拉出生,,event
3月24日,1563年,日本古代武将细川晴元逝世,,event
3月24日,1603年,苏格兰国王詹姆士一世加冕为英国国王,,event
3月24日,1603年,英国女王伊丽莎白一世逝世,,event
3月24日,1776年,英国钟表匠，经纬仪发明者约翰·哈里森逝世,,event
3月24日,1882年,罗伯特·科赫宣告找到结核病的病原体结核杆菌,,event
3月24日,1893年,德国天文学家沃尔特·巴德出生,,event
3月24日,1923年,中国文学翻译家草婴出生,,event
3月24日,1956年,微软公司首席执行官兼总裁史蒂夫·鲍尔默出生,,event
3月24日,1991年,蚕业教育家，蚕的遗传育种学家陆星垣逝世,,event
3月24日,1993年,苏梅克-列维九号彗星被发现,,event
3月24日,1993年,埃泽尔·魏茨曼当选以色列总统,,event
3月24日,2008年,不丹举行首次大选，正式成为民主国家,,event
3月25日,1479年,莫斯科大公瓦西里三世出生,,event
3月25日,1807年,英国宣布废止奴隶贸易,,event
